ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0045177	apical part of cell	136/4702	435/19869	1.5388634315113866e-4	0.00180402143817181	0.0013980605426362556	ACTG1/CD44/SLC6A6/RDX/LMO7/SLC6A8/TCIRG1/MREG/BST2/WDPCP/MYO7A/SHROOM2/SLC7A11/SPECC1/AHCYL1/FN1/ADRB2/DDR2/ITPR3/DPP4/HOMER2/SLC4A2/SLC16A2/CYBA/GJA1/AJM1/CLCN5/MTCL1/SLC39A8/SLC12A3/EPB41L4B/DUOX1/ATP8B1/ATP1B1/SLC9A1/FAT1/CLIC5/CYBRD1/AKR1A1/UPK2/RIPOR2/SLC7A8/ABCB4/SLC23A2/ABCB1/SLC4A7/TUBG1/ERBB3/CFAP126/SLC16A3/GNAS/PDE4D/KIAA1614/CEACAM1/ABCC1/SLCO2B1/UPK1A/SIPA1L3/HIP1R/CA2/SLC11A2/SLC26A2/CNTFR/PRKG2/ASPM/PLAT/SLC12A1/MAL/DUOX2/SHROOM1/NAALADL1/VANGL2/ATP1B2/VCAM1/ACY3/ENPEP/JAG1/SLC2A13/CASR/SLC26A9/FXYD1/ABCC4/SLC39A4/RAB27B/DCHS1/SHANK2/SAPCD2/KCNB1/SLC15A2/LDLR/SPEF1/KCNC2/SVBP/SLC26A6/TNIK/MUC1/MYO5B/MARVELD2/SLC26A3/KCNQ1/NHS/SLC26A4/CYP4F2/INSC/CRB3/MYO1B/SLC7A5/CTSB/EDA/SLC2A5/SLC22A1/SLC4A9/IGFBP2/CRB2/MUC20/PLD1/SLC7A9/ANXA1/FZD3/ATP2B2/LGMN/ECRG4/SLC9A3/EMP2/CD34/CBLIF/HFE/MYO7B/OCLN/ENPP3/SI/ABCG2/AJAP1/CD36/KCNE1/SLC29A4	136
GO:0008305	integrin complex	17/4702	31/19869	1.783420642983205e-4	0.002028308253661496	0.0015718758534384572	ITGB7/ITGAM/ITGA7/ITGB1/ITGA3/ITGAL/ITGB2/ITGA5/TSPAN32/ITGA6/ITGA1/ITGB8/ITGA9/ITGB5/ITGA2B/ITGA4/ITGB4	17
GO:0032839	dendrite cytoplasm	17/4702	31/19869	1.783420642983205e-4	0.002028308253661496	0.0015718758534384572	ZC3H14/CANX/ABHD12/MAP2K4/LRRK2/SOD1/DLG4/MAP2/KLHL17/HIP1R/TRAK2/HPCA/WASF1/BAIAP2/UHMK1/KIF5A/OPRM1	17
GO:0030673	axolemma	10/4702	14/19869	2.0888476217599924e-4	0.002335907528466173	0.0018102557307218168	KCNH1/ROBO2/CNTNAP2/MYO1D/SPTBN1/SLC1A2/GABBR1/MAPT/KCNC2/EPB41L3	10
GO:0048786	presynaptic active zone	32/4702	75/19869	2.1151918564851175e-4	0.002335907528466173	0.0018102557307218168	GPM6A/CANX/RIMS3/PPFIA3/NECTIN1/PPFIBP1/NPTN/STXBP1/CTBP2/PPFIBP2/SLC17A7/PPFIA4/ATP2B4/NTNG2/SLC32A1/STX11/SYN1/BRSK1/CNTNAP1/UNC13A/PHB2/SHANK2/SYP/GUCY1B1/NTNG1/FZD3/ATP2B2/RAB3A/ERC2/SV2A/STX1A/PPFIA2	32
GO:0030666	endocytic vesicle membrane	68/4702	194/19869	2.1612145763168407e-4	0.002352636438790618	0.0018232201162612747	RAB8B/RAB9A/HLA-F/TCIRG1/LDLRAP1/WLS/LRP1/FZD2/CD9/ATP6V0E2/IGF2R/ADRB2/SMO/DLG4/CAMK2B/CAV1/WASL/CYBA/SCARF1/VAMP3/ATP6V0A2/RAB20/CORO1A/RAB34/CAMK2A/WNT1/SYT7/SCARB1/CD163/SYT9/STAB1/HBEGF/FZD5/RAB38/WNT4/RAB32/COLEC12/AVP/WNT7B/HLA-G/EREG/WNT3/HLA-E/INPP5B/HLA-A/IRGM/HLA-C/GPR161/TGFA/RAB9B/HLA-DRB1/STAB2/LDLR/RAB7B/CACNG8/CSF3R/FZD4/IL7R/CD3G/HLA-DRB5/WNT5A/CACNG4/HLA-B/CD3D/SH3GL2/SNAP23/CD36/GRIA4	68
GO:0032589	neuron projection membrane	27/4702	60/19869	2.264692017400537e-4	0.002430556784872126	0.0018836059625822112	SHISA8/KCNH1/MYO1C/ROBO2/CNTNAP2/PPP1R9B/MPP2/RIPOR2/DAGLA/MYO1D/ATF4/SPTBN1/SLC1A2/HPCA/INSR/GABBR1/SLC12A5/KCNB1/MAPT/KCNC2/UNC5A/DDN/OPRD1/ATP2B2/EPB41L3/OPRM1/GABRA6	27
GO:0035579	specific granule membrane	37/4702	91/19869	2.3203090215114056e-4	0.0024548329282687784	0.0019024192191722403	TMC6/CMTM6/PLAU/ITGAM/RAP1A/SLC44A2/SLC15A4/SCAMP1/HMOX2/CYBA/ADAM8/HGSNAT/CKAP4/ITGAL/UBR4/ATP11A/SLC2A3/CLEC4D/TMEM63A/DEGS1/ITGB2/CEACAM1/OLR1/GPR84/LAIR1/PLAUR/RAB44/MMP25/CD59/SLC2A5/STOM/PLD1/ALDH3B1/SLCO4C1/CD93/SNAP23/CD36	37
GO:0009925	basal plasma membrane	85/4702	254/19869	2.3517428315435803e-4	0.0024548329282687784	0.0019024192191722403	CD44/SLC6A6/SLC43A3/MYO1C/SLC12A6/LDLRAP1/NOD2/LRP1/EPB41/ITGA3/SLC4A2/SLC13A3/CADM1/SLC39A8/DTNB/ATP1B1/SLC9A1/LEPR/ANK1/ANK3/SLC14A1/SLC7A8/SLC23A2/ATP2B4/MYO1D/SLC4A7/CD1D/ACE/PDGFB/SLC29A2/PIANP/CNNM2/ERBB3/SLC16A3/CXADR/AQP3/MST1R/CEACAM1/ABCC1/CALHM1/CA11/DLG2/CA9/ITGA9/PKD2/PLPP3/ATP7B/CASR/ALPK2/SLC1A3/DST/ABCC4/TGFA/SLC26A7/SLC4A4/LDLR/SPEF1/KCNC2/CD38/EPPK1/SLC26A6/MARVELD2/KCNQ1/SLC7A5/NDRG4/SLC22A1/SLC4A9/MLC1/MUC20/MEGF11/ANXA1/SLC16A10/ATP2B2/MAP7/SLCO1C1/SLCO4C1/LPO/CD34/MPZ/SLC40A1/CLDN7/AJAP1/ITGB4/KCNJ4/SLC29A4	85
GO:0098839	postsynaptic density membrane	36/4702	89/19869	3.1569219719768083e-4	0.003250776408981524	0.0025192506774950065	SEMA4C/KCNH1/ABHD17C/GRIK5/SLC30A1/NPTN/DLG4/PRR7/CLSTN3/DAGLA/SLC16A3/PTPRS/LRRC4C/LRFN5/CACNG7/DLG2/NLGN4Y/NRCAM/SIGMAR1/LRRC4B/NLGN4X/DCC/CACNG8/GRIN2B/RGS9/GRIN2D/OPRD1/ADAM22/CACNG4/ADCY1/SORCS2/ATP2B2/ARC/EPHA4/GRM5/PRRT2	36
GO:0099240	intrinsic component of synaptic membrane	59/4702	166/19869	3.618071866042998e-4	0.003675961015899686	0.002848755532421224	GPM6A/SLC6A6/KCNH1/CANX/NRP2/GABRB2/KCNA3/GRIK5/NECTIN1/ITGB1/SLC30A1/NPTN/DLG4/NLGN2/CLSTN3/GRIK4/CHRNA6/SYT7/DAGLA/ATP2B4/PCDH17/NTNG2/SLC16A3/NLGN1/PTPRS/LRRC4C/SLC1A2/LRFN5/SLC6A4/CACNG7/NLGN4Y/NRCAM/CNTN6/PSENEN/LRRC4B/NLGN4X/GABBR1/DCC/SLC8A1/GRIN2D/OPRD1/KCNA2/ADAM22/EPHB2/CHRNB2/CACNG4/ADCY1/NTNG1/ATP2B2/KCND2/CADM3/OPRM1/SCN2A/STX1A/EPHA4/FXYD6/GRM5/PRRT2/ADAM23	59
GO:0045335	phagocytic vesicle	51/4702	139/19869	3.736204407537474e-4	0.003746036524399415	0.0029030618734467075	SLAMF1/VIM/RAB8B/RAB9A/ACTG1/SCIMP/HLA-F/CTSS/MYO1C/TCIRG1/FLNB/NOD2/RAB11A/ATP6V0E2/SRGAP2/PLD4/ZYX/STXBP1/CYBA/ADAM8/SYK/VAMP3/ATP6V0A2/CDC42EP4/RAB20/CORO1A/GSN/RAB34/AMBRA1/SYT7/NCF4/RAB38/RAB32/ATG14/HLA-G/TRIM14/HLA-E/INPP5B/HLA-A/IRGM/HLA-C/ITGB5/RAB9B/RAB7B/GNLY/RAB11FIP5/HLA-B/NCF1/MPEG1/SNAP23/CD36	51
GO:0005769	early endosome	128/4702	414/19869	3.9252144754785517e-4	0.003884433026382671	0.0030103148608933254	MTMR4/RFTN1/CMTM6/KCNH1/APBB2/HLA-F/LAMP3/RAB1A/SH3GL1/EPS15/PLEKHF1/NAPEPLD/PTP4A3/MAP2K1/LDLRAP1/COMMD1/MELTF/WLS/RAP1A/LRP1/FIG4/CLN6/HPS3/ECPAS/RAP1GAP/ZFYVE9/AP3S1/WDFY4/IGF2R/PLD4/ADRB2/SNX30/PML/SLC15A4/CNTNAP2/CAV1/EEA1/PICALM/DOP1B/SNX8/TPCN1/TMEM9B/RAB21/MARCHF1/PLEKHF2/CLCN5/VAMP3/SH3GL3/STX7/CORO1A/LRP6/EHD2/CD274/GPNMB/MGRN1/AP1S3/LITAF/EPHB1/RNF11/RAPGEF1/ATP11A/SGK3/ACKR3/DAGLA/RET/MYO1D/DIAPH2/RND2/MAP2K2/FZD5/RNF157/NOX1/ZFYVE16/RAB38/SORL1/SLC11A2/RAB32/TRAK2/HAS3/HLA-G/KIFC1/CACNG7/SNX21/HLA-E/SPHK1/PMEPA1/TBC1D16/INPP5B/ANKRD13B/KREMEN2/HLA-A/PARM1/VCAM1/EHD3/HLA-C/CD1E/TBC1D3/HPS5/ZFYVE28/NTRK1/ARRDC4/CLVS1/ADRB1/TLR3/LDLR/DYSF/CXCR4/KCNQ1/CD8B/RAB11FIP5/SORT1/ATP9A/LAPTM4B/MYO1B/HLA-B/F2R/MLC1/SIGLEC1/ANXA1/SORCS2/STEAP4/NSG2/ARC/SH3GL2/HFE/LIPG/EPHA4/TMEM163	128
GO:0031594	neuromuscular junction	29/4702	68/19869	4.149588630179206e-4	0.004053828892559686	0.003141591392078994	SYNGR2/ASCC1/DLGAP3/TUBA1A/ITGB1/LAMA5/DLG4/ACHE/LRP4/RAPSN/DES/P2RX7/ANK3/NLGN1/DLGAP4/SYNGR3/LAMA2/MYH9/DLG2/UNC13A/CAV3/COL4A5/CDK5R1/SYP/SLC8A3/F2R/SV2A/EPHA4/COLQ	29
GO:0016459	myosin complex	25/4702	56/19869	4.433541506851256e-4	0.004276403326861591	0.003314079660684283	MYO1C/MYO7A/MYH11/MYO1G/MYL9/CGN/MYO3A/MYO1D/MYO18A/CCDC102A/MYH9/MYO6/MYL6B/MYH15/MYL2/MYH6/MYH10/MYO3B/MYO5B/MYO1B/MYO16/MYL3/MYO7B/MYH7/MYL11	25
GO:0043194	axon initial segment	12/4702	20/19869	5.448938714125615e-4	0.005190114125204649	0.00402217712976904	SCN8A/MAP1A/NAV1/MAP2/CNGA3/ANK3/SPTBN4/NRCAM/KCNA2/SCN1A/KCNQ3/NFASC	12
GO:0099699	integral component of synaptic membrane	55/4702	155/19869	5.87353227344912e-4	0.005481462043197237	0.00424796271064187	GPM6A/SLC6A6/KCNH1/CANX/NRP2/GABRB2/KCNA3/GRIK5/NECTIN1/ITGB1/SLC30A1/NPTN/NLGN2/CLSTN3/GRIK4/CHRNA6/SYT7/DAGLA/ATP2B4/PCDH17/SLC16A3/NLGN1/PTPRS/LRRC4C/SLC1A2/LRFN5/SLC6A4/CACNG7/NLGN4Y/NRCAM/PSENEN/LRRC4B/NLGN4X/GABBR1/DCC/SLC8A1/GRIN2D/OPRD1/KCNA2/ADAM22/EPHB2/CHRNB2/CACNG4/ADCY1/ATP2B2/KCND2/CADM3/OPRM1/SCN2A/STX1A/EPHA4/FXYD6/GRM5/PRRT2/ADAM23	55
GO:0032421	stereocilium bundle	27/4702	63/19869	5.898686188217499e-4	0.005481462043197237	0.00424796271064187	DOCK4/MYO1C/MYO7A/ADCY6/HOMER2/MPP1/BBS2/ATP8B1/CLIC5/MYO3A/RIPOR2/PKHD1L1/SLC4A7/TPRN/WHRN/TSPEAR/IDO1/EPS8/ESPNL/TRPA1/MYO3B/CDH23/CEACAM16/FSCN2/PDZD7/PCDH15/PLS1	27
GO:0001772	immunological synapse	21/4702	45/19869	6.070293758814176e-4	0.005572968487007714	0.004318877360424543	IL4I1/SCIMP/ICAM1/LCK/LGALS3/NPTN/SOCS6/CD6/STX7/ALCAM/CORO1A/CARD11/CRACR2A/GZMB/MYH9/PRKCQ/HLA-DRB1/LAT/CD3E/GZMA/CRTAM	21
GO:0070821	tertiary granule membrane	30/4702	73/19869	7.06236643101337e-4	0.0064065752624192715	0.004964896701501881	TMC6/PLAU/SIRPA/ITGAM/NBEAL2/SVIP/CYBA/ADAM8/HGSNAT/CYSTM1/UBR4/ATP11A/LILRB2/SLC2A3/CLEC4D/TMEM63A/ITGB2/CEACAM1/CLEC4C/OLR1/GPR84/LAIR1/SERPINB6/CD300A/CD59/STOM/PLD1/CD93/FRMPD3/SNAP23	30
GO:0016324	apical plasma membrane	114/4702	368/19869	7.29846751091549e-4	0.006542861462726593	0.005070514270741288	CD44/SLC6A6/RDX/LMO7/SLC6A8/TCIRG1/MREG/BST2/WDPCP/MYO7A/SHROOM2/AHCYL1/FN1/ADRB2/DDR2/DPP4/SLC4A2/SLC16A2/CYBA/GJA1/AJM1/MTCL1/SLC39A8/SLC12A3/DUOX1/ATP8B1/ATP1B1/SLC9A1/FAT1/CLIC5/CYBRD1/AKR1A1/UPK2/RIPOR2/SLC7A8/ABCB4/SLC23A2/ABCB1/SLC4A7/ERBB3/CFAP126/SLC16A3/GNAS/PDE4D/KIAA1614/CEACAM1/ABCC1/SLCO2B1/UPK1A/SIPA1L3/HIP1R/SLC11A2/SLC26A2/CNTFR/PRKG2/ASPM/SLC12A1/MAL/DUOX2/SHROOM1/NAALADL1/VANGL2/ATP1B2/ACY3/ENPEP/JAG1/SLC2A13/CASR/SLC26A9/FXYD1/ABCC4/SLC39A4/RAB27B/SHANK2/SAPCD2/KCNB1/SLC15A2/SPEF1/KCNC2/SLC26A6/TNIK/MUC1/MARVELD2/SLC26A3/KCNQ1/NHS/SLC26A4/CYP4F2/CRB3/SLC7A5/CTSB/SLC2A5/SLC22A1/IGFBP2/CRB2/MUC20/PLD1/SLC7A9/ANXA1/FZD3/ATP2B2/ECRG4/SLC9A3/EMP2/CD34/CBLIF/OCLN/ENPP3/SI/ABCG2/AJAP1/CD36/KCNE1/SLC29A4	114
GO:0098889	intrinsic component of presynaptic membrane	32/4702	80/19869	8.32882265705299e-4	0.007379724261249276	0.005719056928527206	GPM6A/KCNH1/CANX/KCNA3/GRIK5/NECTIN1/NPTN/GRIK4/CHRNA6/SYT7/ATP2B4/PCDH17/NTNG2/SLC1A2/SLC6A4/CNTN6/PSENEN/GABBR1/OPRD1/KCNA2/EPHB2/CHRNB2/NTNG1/ATP2B2/CADM3/OPRM1/SCN2A/STX1A/EPHA4/FXYD6/PRRT2/ADAM23	32
GO:0001726	ruffle	61/4702	178/19869	8.551049776064954e-4	0.007489540148691374	0.005804160828036829	SRC/FSCN1/SCIMP/TPM1/ACTN1/FGD1/LCP1/FGR/RASGRP2/PSD/MYO1C/CTTN/KANK1/AMOT/PLCG1/ITGB1/EEF1A1/NCKAP1/MTSS1/MTM1/PAK1/SAMSN1/CYFIP1/MACF1/ARAP3/LIMA1/PPP1R9B/CDK6/PDE4A/FRMD4B/AIF1L/ARHGEF7/FGD3/PDE9A/MTMR9/PSD3/CYTH3/PSD4/ITGA5/EPS8/TLN2/PSD2/SPRY2/HIP1R/MYH9/MYO6/EPHA2/SPRY4/MYADM/PLEKHA1/BAIAP2/ADGRE2/LAYN/FGD6/EPB41L5/EPS8L1/CLIP1/DLC1/RHOA/ARHGEF26/COBL	61
GO:0120111	neuron projection cytoplasm	35/4702	90/19869	8.946441912192253e-4	0.0077468053830573825	0.006003533388444802	KIF1C/ZC3H14/CANX/ABHD12/MAP2K4/LRRK2/AP3S1/SOD1/DLG4/MAP1A/RAB21/MAP2/DYNC1H1/UCHL1/KLHL17/SPAST/MAPK8IP3/HIP1R/TRAK2/KIF4A/DLG2/HPCA/DST/RAB27B/WASF1/BAIAP2/MAPT/AGBL4/UHMK1/KIF5A/KIF1A/ARC/OPRM1/MGARP/SYBU	35
GO:0070382	exocytic vesicle	74/4702	226/19869	0.0011429552662850853	0.009785751830440843	0.007583653511365262	VTI1A/RAB8B/BCL2L1/SEMA4C/SYNGR2/IQSEC1/STON2/PPT1/LRRK2/ZNRF1/SYT17/ATP6V0E2/PDE4B/SCAMP1/SEPTIN8/DLG4/PICALM/RAB3IP/SV2C/CLCN5/STX7/DPYSL3/RAB12/BDNF/SEPTIN4/SYT7/SLC17A7/SYT9/SYTL3/CDK16/SLC32A1/DMXL2/GRIN1/STX11/SYN2/RAB13/PTPRS/SYN1/BRSK1/SYTL2/SYNGR3/RAB40B/SV2B/UNC13A/SYTL1/SYT13/SLC18A2/DOC2A/SLC30A3/RAB3B/GABBR1/RAB27B/SYP/SNAP91/PTPRN2/SCAMP5/MCTP1/ABCC8/OPRD1/ICA1/RAB26/SYNPR/RAB3IL1/BTBD8/RAB3A/SEPTIN5/NTF3/SLC40A1/SV2A/STX1A/SYPL2/RAB3C/PRRT2/TMEM163	74
GO:0032420	stereocilium	24/4702	56/19869	0.0011655465557164405	0.009786513039847565	0.007584243424995834	DOCK4/MYO1C/MYO7A/ADCY6/HOMER2/MPP1/BBS2/ATP8B1/MYO3A/RIPOR2/PKHD1L1/SLC4A7/TPRN/WHRN/TSPEAR/EPS8/ESPNL/MYO3B/CDH23/CEACAM16/FSCN2/PDZD7/PCDH15/PLS1	24
GO:0098862	cluster of actin-based cell projections	55/4702	159/19869	0.0011687305598768087	0.009786513039847565	0.007584243424995834	ACTN1/DOCK4/MYO1C/FLNB/MFSD10/MYO7A/SLC7A11/ADCY6/ITPR3/HOMER2/MPP1/ADD3/LIMA1/BBS2/DCXR/ATP8B1/ACTN3/CLIC5/MYO3A/CYBRD1/RIPOR2/PKHD1L1/MYO1D/SLC4A7/ACE/TPRN/WHRN/TSPEAR/IDO1/EPS8/SLC11A2/ESPNL/MYH9/TRPA1/ENPEP/RALGDS/SHANK2/MYO3B/SLC26A6/SLC26A3/SLC26A4/MYO1B/CDH23/SOAT2/SLC7A9/CEACAM16/FSCN2/PDZD7/SLC9A3/PCDH15/MYO7B/SI/ABCG2/PLS1/CD36	55
GO:0097386	glial cell projection	18/4702	38/19869	0.0011825206914457152	0.009794356161756902	0.00759032160069847	WASF3/LCP1/SLC7A11/ITGB1/GJB2/CNGA3/PINK1/SLC1A2/GFAP/ATP1B2/FYN/SLC2A13/GPR161/MAPT/ERMN/ADGRG1/GRM5/NFASC	18
GO:0030863	cortical cytoskeleton	40/4702	108/19869	0.0012324811194953217	0.009991783680335818	0.007743321791225851	NSMF/GYPC/ACTN1/RDX/DSTN/CTTN/RIMS3/SHROOM2/EPB41/EEF1A1/DLG4/MPP1/WASL/CORO1A/GSN/ACTN4/PRKCB/ANLN/PPP1R9B/ACTN3/EPB41L2/RTKN/SPTB/CLASP1/SPTBN1/COTL1/ACTB/MYH9/SPTBN4/SHROOM1/DMTN/TPM4/MYADM/CALD1/DLC1/ERC2/ACTN2/CDH1/PLS1/COBL	40
GO:0043202	lysosomal lumen	37/4702	98/19869	0.0012325822387815838	0.009991783680335818	0.007743321791225851	NAAA/CTSS/AGRN/SDC4/GPC1/CTSF/PPT1/GLB1/MAN2B2/NAGLU/GPC5/HGSNAT/GBA1/SDC1/GYG1/ARSB/HSPG2/ATP13A2/LIPA/RNASET2/VCAN/SDC2/FMOD/PRELP/CD1E/MANBA/SGSH/CTSB/NSG2/LGMN/GPC4/BCAN/GPC2/ACAN/NCAN/CBLIF/FASLG	37
