ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id
ENSG00000278959		7	93954044	93956519	TEC	NA
ENSG00000279024		2	136230753	136233245	TEC	NA
ENSG00000279348		2	216211404	216213519	TEC	NA
ENSG00000279453		6	122436789	122439223	TEC	NA
ENSG00000279493		21	5011799	5017145	artifact	NA
ENSG00000279557		5	43586367	43587543	TEC	NA
ENSG00000279561		9	41269916	41273997	TEC	100132249
ENSG00000279583		16	29595130	29596137	TEC	NA
ENSG00000279672		11	779617	780755	TEC	NA
ENSG00000279907		16	85859521	85862012	TEC	NA
ENSG00000280054		12	47728151	47730598	TEC	NA
ENSG00000280077		9	41012231	41014133	TEC	NA
ENSG00000280128		6	30282349	30286054	TEC	NA
ENSG00000280325		7	84939335	84940256	TEC	NA
ENSG00000280355		10	79681973	79684094	TEC	NA
ENSG00000280385		11	90193614	90198120	TEC	NA
ENSG00000280433		21	5155499	5163695	artifact	102724200
ENSG00000280649		1	148458814	148459871	TEC	NA
ENSG00000280670	CCDC163	1	45493866	45500079	protein_coding	126661
ENSG00000281100		3	36823151	36825158	TEC	NA
ENSG00000281571		1	145214851	145215938	TEC	NA
ENSG00000281741		1	120913151	120914238	TEC	NA
ENSG00000282804		6	24797373	24809798	protein_coding	NA
ENSG00000282897		9	113614589	113617375	TEC	NA
ENSG00000283149		3	186581995	186597103	protein_coding	NA
ENSG00000283239	KBTBD11-OT1	8	1763888	1958627	protein_coding	104266957
ENSG00000283782		5	132410832	132646079	protein_coding	NA
ENSG00000283809		22	18906238	18947732	protein_coding	NA
ENSG00000283900	TPTEP2-CSNK1E	22	38291918	38398522	protein_coding	102800317
ENSG00000283977		11	6481485	6508978	protein_coding	NA
ENSG00000284691		7	150400702	150412470	protein_coding	728743
ENSG00000284776		20	18567453	18744216	protein_coding	NA
ENSG00000285000		5	77030902	77152155	protein_coding	NA
ENSG00000285283		11	31812391	32104665	protein_coding	NA
ENSG00000285444		13	51763951	51845159	protein_coding	NA
ENSG00000285446		6	116399395	116463696	protein_coding	NA
ENSG00000285558		3	141738474	141807919	protein_coding	NA
ENSG00000285708		3	70959226	71754229	protein_coding	NA
ENSG00000286098		19	11987641	12078106	protein_coding	NA
ENSG00000286132		19	12075327	12113325	protein_coding	NA
ENSG00000286185		1	149390623	149556361	protein_coding	NA
ENSG00000286267		21	8417757	8418235	TEC	NA
ENSG00000286905		2	3532008	3558333	protein_coding	NA
ENSG00000288658		2	222314148	222320155	protein_coding	122319436
ENSG00000288681		11	308408	315272	protein_coding	NA
ENSG00000288684		9	32455323	32552603	protein_coding	NA
ENSG00000288698		3	179604807	179784179	protein_coding	NA
ENSG00000288701	PRRC2B	9	131373636	131500197	protein_coding	84726
ENSG00000288709	F8A2	X	155382095	155383801	protein_coding	474383
ENSG00000288710		12	49002274	49024075	protein_coding	NA
ENSG00000288825	H2AC18	1	149842218	149842750	protein_coding	8337
ENSG00000288859	H2AC19	1	149851061	149851594	protein_coding	723790
ENSG00000289565		1	145917714	145926741	protein_coding	NA
ENSG00000289695		12	50924969	50970700	protein_coding	NA
ENSG00000001036	FUCA2	6	143494812	143511720	protein_coding	2519
ENSG00000001626	CFTR	7	117287120	117715971	protein_coding	1080
ENSG00000001629	ANKIB1	7	92245974	92401383	protein_coding	54467
ENSG00000001630	CYP51A1	7	92084987	92134803	protein_coding	1595
ENSG00000003096	KLHL13	X	117897813	118117340	protein_coding	90293
ENSG00000003249	DBNDD1	16	90004871	90019890	protein_coding	79007
ENSG00000003400	CASP10	2	201182872	201229428	protein_coding	843
ENSG00000003509	NDUFAF7	2	37231631	37253403	protein_coding	55471
ENSG00000003756	RBM5	3	50088919	50119021	protein_coding	10181
ENSG00000004142	POLDIP2	17	28346633	28357527	protein_coding	26073
ENSG00000004399	PLXND1	3	129555214	129606676	protein_coding	23129
ENSG00000004777	ARHGAP33	19	35774532	35788822	protein_coding	115703
ENSG00000004846	ABCB5	7	20615667	20777038	protein_coding	340273
ENSG00000004848	ARX	X	25003694	25016420	protein_coding	170302
ENSG00000004897	CDC27	17	47117703	47189422	protein_coding	996
ENSG00000005007	UPF1	19	18831959	18868230	protein_coding	5976
ENSG00000005100	DHX33	17	5440917	5468982	protein_coding	56919
ENSG00000005108	THSD7A	7	11370365	11832198	protein_coding	221981
ENSG00000005194	CIAPIN1	16	57428187	57447420	protein_coding	57019
ENSG00000005206	SPPL2B	19	2328615	2355095	protein_coding	56928
ENSG00000005243	COPZ2	17	48026167	48038030	protein_coding	51226
ENSG00000005379	TSPOAP1	17	58301228	58328795	protein_coding	9256
ENSG00000005381	MPO	17	58269855	58280935	protein_coding	4353
ENSG00000005483	KMT2E	7	104940943	105115019	protein_coding	55904
ENSG00000005513	SOX8	16	981444	986979	protein_coding	30812
ENSG00000005893	LAMP2	X	120426148	120469365	protein_coding	3920
ENSG00000006016	CRLF1	19	18572220	18607741	protein_coding	9244
ENSG00000006116	CACNG3	16	24256335	24362412	protein_coding	10368
ENSG00000006282	SPATA20	17	50543058	50555852	protein_coding	64847
ENSG00000006607	FARP2	2	241356285	241494841	protein_coding	9855
ENSG00000006652	IFRD1	7	112422887	112481017	protein_coding	3475
ENSG00000006704	GTF2IRD1	7	74453790	74602605	protein_coding	9569
ENSG00000006831	ADIPOR2	12	1688574	1788674	protein_coding	79602
ENSG00000007062	PROM1	4	15963076	16084378	protein_coding	8842
ENSG00000007080	CCDC124	19	17933015	17943991	protein_coding	115098
ENSG00000007171	NOS2	17	27756766	27800529	protein_coding	4843
ENSG00000007202	BLTP2	17	28614446	28645454	protein_coding	9703
ENSG00000007264	MATK	19	3777970	3802129	protein_coding	4145
ENSG00000007392	LUC7L	16	188969	229463	protein_coding	55692
ENSG00000007402	CACNA2D2	3	50362613	50504244	protein_coding	9254
ENSG00000007545	CRAMP1	16	1612337	1677908	protein_coding	57585
ENSG00000007944	MYLIP	6	16129086	16148248	protein_coding	29116
ENSG00000007968	E2F2	1	23506438	23531233	protein_coding	1870
ENSG00000008018	PSMB1	6	170535120	170553307	protein_coding	5689
ENSG00000008086	CDKL5	X	18425583	18653629	protein_coding	6792
ENSG00000008196	TFAP2B	6	50818723	50847619	protein_coding	7021
ENSG00000008294	SPAG9	17	50962174	51120868	protein_coding	9043
ENSG00000008300	CELSR3	3	48636463	48662886	protein_coding	1951
ENSG00000008323	PLEKHG6	12	6310436	6328506	protein_coding	55200
ENSG00000008710	PKD1	16	2088708	2135898	protein_coding	5310
ENSG00000008735	MAPK8IP2	22	50600793	50613981	protein_coding	23542
ENSG00000009413	REV3L	6	111299028	111483715	protein_coding	5980
ENSG00000009694	TENM1	X	124375903	125204312	protein_coding	10178
ENSG00000009950	MLXIPL	7	73593194	73624543	protein_coding	51085
ENSG00000010270	STARD3NL	7	38178245	38230670	protein_coding	83930
ENSG00000010292	NCAPD2	12	6493356	6531955	protein_coding	9918
ENSG00000010310	GIPR	19	45668221	45683722	protein_coding	2696
ENSG00000010610	CD4	12	6786858	6820799	protein_coding	920
ENSG00000011009	LYPLA2	1	23791145	23795539	protein_coding	11313
ENSG00000011105	TSPAN9	12	3077355	3286564	protein_coding	10867
ENSG00000011114	BTBD7	14	93237550	93333092	protein_coding	55727
ENSG00000011143	MKS1	17	58205441	58219605	protein_coding	54903
ENSG00000011243	AKAP8L	19	15380050	15419141	protein_coding	26993
ENSG00000011405	PIK3C2A	11	17077730	17207986	protein_coding	5286
ENSG00000011451	WIZ	19	15419978	15449956	protein_coding	58525
ENSG00000011677	GABRA3	X	152166234	152451315	protein_coding	2556
ENSG00000012061	ERCC1	19	45407334	45478828	protein_coding	2067
ENSG00000012171	SEMA3B	3	50267558	50277546	protein_coding	7869
ENSG00000012504	NR1H4	12	100473708	100564414	protein_coding	9971
ENSG00000012660	ELOVL5	6	53267398	53349179	protein_coding	60481
ENSG00000012817	KDM5D	Y	19703865	19744939	protein_coding	8284
ENSG00000013275	PSMC4	19	39971165	39981764	protein_coding	5704
ENSG00000013306	SLC25A39	17	44319625	44324870	protein_coding	51629
ENSG00000013441	CLK1	2	200853009	200864691	protein_coding	1195
ENSG00000013561	RNF14	5	141958328	141990292	protein_coding	9604
ENSG00000013573	DDX11	12	31073860	31104799	protein_coding	1663
ENSG00000013588	GPRC5A	12	12890782	12917937	protein_coding	9052
ENSG00000015133	CCDC88C	14	91271323	91417844	protein_coding	440193
ENSG00000015285	WAS	X	48676596	48691431	protein_coding	7454
ENSG00000015413	DPEP1	16	89613308	89638456	protein_coding	1800
ENSG00000015520	NPC1L1	7	44512535	44541330	protein_coding	29881
ENSG00000015592	STMN4	8	27235308	27258420	protein_coding	81551
ENSG00000016402	IL20RA	6	136999971	137045180	protein_coding	53832
ENSG00000017427	IGF1	12	102395874	102481744	protein_coding	3479
ENSG00000017483	SLC38A5	X	48458537	48470260	protein_coding	92745
ENSG00000017797	RALBP1	18	9475009	9538114	protein_coding	10928
ENSG00000019102	VSIG2	11	124747474	124752255	protein_coding	23584
ENSG00000020181	ADGRA2	8	37784191	37844896	protein_coding	25960
ENSG00000020256	ZFP64	20	52051663	52204308	protein_coding	55734
ENSG00000020426	MNAT1	14	60734742	60969965	protein_coding	4331
ENSG00000020922	MRE11	11	94415570	94493885	protein_coding	4361
ENSG00000021826	CPS1	2	210477682	210679107	protein_coding	1373
ENSG00000022567	SLC45A4	8	141207166	141308305	protein_coding	57210
ENSG00000022840	RNF10	12	120533480	120577588	protein_coding	9921
ENSG00000022976	ZNF839	14	102317377	102342702	protein_coding	55778
ENSG00000023228	NDUFS1	2	206114817	206159509	protein_coding	4719
ENSG00000023318	ERP44	9	99979185	100099052	protein_coding	23071
ENSG00000023516	AKAP11	13	42272152	42323261	protein_coding	11215
ENSG00000023734	STRAP	12	15882387	15903478	protein_coding	11171
ENSG00000023902	PLEKHO1	1	150149183	150164720	protein_coding	51177
ENSG00000024048	UBR2	6	42564029	42693505	protein_coding	23304
ENSG00000025156	HSF2	6	122399551	122433119	protein_coding	3298
ENSG00000025434	NR1H3	11	47248300	47269033	protein_coding	10062
ENSG00000026559	KCNG1	20	51003656	51023107	protein_coding	3755
ENSG00000026652	AGPAT4	6	161129967	161274061	protein_coding	56895
ENSG00000029364	SLC39A9	14	69398015	69462390	protein_coding	55334
ENSG00000029639	TFB1M	6	155256134	155314493	protein_coding	51106
ENSG00000029725	RABEP1	17	5282265	5386340	protein_coding	9135
ENSG00000030110	BAK1	6	33572547	33580293	protein_coding	578
ENSG00000031823	RANBP3	19	5916139	5978142	protein_coding	8498
ENSG00000033100	CHPF2	7	151232483	151240979	protein_coding	54480
ENSG00000033170	FUT8	14	65410592	65744121	protein_coding	2530
ENSG00000033178	UBA6	4	67612652	67701155	protein_coding	55236
ENSG00000034053	APBA2	15	28884483	29118315	protein_coding	321
ENSG00000034152	MAP2K3	17	21284672	21315232	protein_coding	5606
ENSG00000035115	SH3YL1	2	217730	266398	protein_coding	26751
ENSG00000035499	DEPDC1B	5	60596912	60700190	protein_coding	55789
ENSG00000035687	ADSS2	1	244408494	244451909	protein_coding	159
ENSG00000036448	MYOM2	8	2045046	2165552	protein_coding	9172
ENSG00000036549	ZZZ3	1	77562416	77683419	protein_coding	26009
ENSG00000037474	NSUN2	5	6599239	6633291	protein_coding	54888
ENSG00000037757	MRI1	19	13764522	13774282	protein_coding	84245
ENSG00000038210	PI4K2B	4	25160663	25279204	protein_coding	55300
ENSG00000038219	BOD1L1	4	13568738	13627725	protein_coding	259282
ENSG00000038295	TLL1	4	165873237	166104457	protein_coding	7092
ENSG00000038945	MSR1	8	16107878	16567490	protein_coding	4481
ENSG00000039068	CDH1	16	68737292	68835537	protein_coding	999
ENSG00000039139	DNAH5	5	13690328	14011818	protein_coding	1767
ENSG00000039650	PNKP	19	49859882	49878351	protein_coding	11284
ENSG00000040199	PHLPP2	16	71637835	71724701	protein_coding	23035
ENSG00000040275	SPDL1	5	169583636	169604778	protein_coding	54908
ENSG00000040341	STAU2	8	73420369	73747708	protein_coding	27067
ENSG00000040487	SLC66A1	1	19312326	19329300	protein_coding	54896
ENSG00000040531	CTNS	17	3636459	3663103	protein_coding	1497
ENSG00000040608	RTN4R	22	20241415	20283246	protein_coding	65078
ENSG00000040633	PHF23	17	7235029	7239722	protein_coding	79142
ENSG00000040731	CDH10	5	24487100	24644978	protein_coding	1008
ENSG00000040933	INPP4A	2	98444854	98594392	protein_coding	3631
ENSG00000041357	PSMA4	15	78540405	78552417	protein_coding	5685
ENSG00000042062	RIPOR3	20	50586108	50691542	protein_coding	140876
ENSG00000042317	SPATA7	14	88384924	88470350	protein_coding	55812
ENSG00000042445	RETSAT	2	85341955	85354531	protein_coding	54884
ENSG00000042493	CAPG	2	85394753	85418432	protein_coding	822
ENSG00000042813	ZPBP	7	49850421	50121329	protein_coding	11055
ENSG00000043039	BARX2	11	129375848	129452279	protein_coding	8538
ENSG00000044524	EPHA3	3	89107621	89482134	protein_coding	2042
ENSG00000046889	PREX2	8	67952046	68237032	protein_coding	80243
ENSG00000047410	TPR	1	186311652	186375693	protein_coding	7175
ENSG00000047457	CP	3	149162410	149221829	protein_coding	1356
ENSG00000047634	SCML1	X	17737449	17754988	protein_coding	6322
ENSG00000047662	FAM184B	4	17629306	17781621	protein_coding	27146
ENSG00000047932	GOPC	6	117560269	117602542	protein_coding	57120
ENSG00000048471	SNX29	16	11976734	12574287	protein_coding	92017
ENSG00000049167	ERCC8	5	60866454	60945073	protein_coding	1161
ENSG00000049247	UTS2	1	7843083	7853512	protein_coding	10911
ENSG00000049283	EPN3	17	50532682	50543750	protein_coding	55040
ENSG00000049768	FOXP3	X	49250438	49264800	protein_coding	50943
ENSG00000049769	PPP1R3F	X	49269793	49301461	protein_coding	89801
ENSG00000049883	PTCD2	5	72320367	72368395	protein_coding	79810
ENSG00000050393	MCUR1	6	13786557	13814568	protein_coding	63933
ENSG00000050438	SLC4A8	12	51391317	51515763	protein_coding	9498
ENSG00000050628	PTGER3	1	70852353	71047816	protein_coding	5733
ENSG00000050730	TNIP3	4	121131408	121227466	protein_coding	79931
ENSG00000050748	MAPK9	5	180233143	180292099	protein_coding	5601
ENSG00000053108	FSTL4	5	133196455	133612541	protein_coding	23105
ENSG00000053328	METTL24	6	110243940	110358349	protein_coding	728464
ENSG00000053372	MRTO4	1	19251805	19260128	protein_coding	51154
ENSG00000053747	LAMA3	18	23689453	23956222	protein_coding	3909
ENSG00000053900	ANAPC4	4	25377263	25418498	protein_coding	29945
ENSG00000054118	THRAP3	1	36224432	36305357	protein_coding	9967
ENSG00000054148	PHPT1	9	136848724	136851027	protein_coding	29085
ENSG00000054267	ARID4B	1	235131634	235328219	protein_coding	51742
ENSG00000054690	PLEKHH1	14	67533290	67589612	protein_coding	57475
ENSG00000054983	GALC	14	87837820	87993665	protein_coding	2581
ENSG00000055044	NOP58	2	202265736	202303661	protein_coding	51602
ENSG00000055163	CYFIP2	5	157266079	157395595	protein_coding	26999
ENSG00000055332	EIF2AK2	2	37099210	37157522	protein_coding	5610
ENSG00000055483	USP36	17	78787381	78841441	protein_coding	57602
ENSG00000055917	PUM2	2	20248691	20352234	protein_coding	23369
ENSG00000056277	ZNF280C	X	130202707	130268899	protein_coding	55609
ENSG00000056291	NPFFR2	4	72031902	72148305	protein_coding	10886
ENSG00000056487	PHF21B	22	44881162	45010005	protein_coding	112885
ENSG00000056736	IL17RB	3	53846568	53865794	protein_coding	55540
ENSG00000057252	SOAT1	1	179293714	179358680	protein_coding	6646
ENSG00000057657	PRDM1	6	105993463	106109939	protein_coding	639
ENSG00000057663	ATG5	6	106045423	106325791	protein_coding	9474
ENSG00000058262	SEC61A1	3	128051641	128071705	protein_coding	29927
ENSG00000058272	PPP1R12A	12	79773563	79935460	protein_coding	4659
ENSG00000058729	RIOK2	5	97160867	97183247	protein_coding	55781
ENSG00000058804	NDC1	1	53765478	53838463	protein_coding	55706
ENSG00000059122	FLYWCH1	16	2911931	2951208	protein_coding	84256
ENSG00000059378	PARP12	7	140023749	140062951	protein_coding	64761
ENSG00000059691	GATB	4	151670504	151761007	protein_coding	5188
ENSG00000060069	CTDP1	18	79679803	79754503	protein_coding	9150
ENSG00000060642	PIGV	1	26787054	26800659	protein_coding	55650
ENSG00000060656	PTPRU	1	29236516	29326813	protein_coding	10076
ENSG00000060709	RIMBP2	12	130396133	130768228	protein_coding	23504
ENSG00000060982	BCAT1	12	24810024	24949101	protein_coding	586
ENSG00000061273	HDAC7	12	47782722	47833132	protein_coding	51564
ENSG00000061455	PRDM6	5	123089241	123194266	protein_coding	93166
ENSG00000061936	SFSWAP	12	131711081	131799738	protein_coding	6433
ENSG00000061938	TNK2	3	195863364	195911945	protein_coding	10188
ENSG00000062038	CDH3	16	68636189	68727468	protein_coding	1001
ENSG00000062282	DGAT2	11	75759512	75801535	protein_coding	84649
ENSG00000063176	SPHK2	19	48619291	48630717	protein_coding	56848
ENSG00000063601	MTMR1	X	150692971	150765108	protein_coding	8776
ENSG00000064309	CDON	11	125955796	126063335	protein_coding	50937
ENSG00000064313	TAF2	8	119730774	119832863	protein_coding	6873
ENSG00000064419	TNPO3	7	128954180	129055173	protein_coding	23534
ENSG00000064490	RFXANK	19	19192229	19201869	protein_coding	8625
ENSG00000064545	TMEM161A	19	19119169	19138513	protein_coding	54929
ENSG00000064607	SUGP2	19	18990888	19034023	protein_coding	10147
ENSG00000064651	SLC12A2	5	128083766	128189677	protein_coding	6558
ENSG00000064652	SNX24	5	122843439	123029354	protein_coding	28966
ENSG00000064726	BTBD1	15	83016423	83067252	protein_coding	53339
ENSG00000064763	FAR2	12	29149016	29341121	protein_coding	55711
ENSG00000064961	HMG20B	19	3572777	3579088	protein_coding	10362
ENSG00000064989	CALCRL	2	187341964	187448460	protein_coding	10203
ENSG00000064999	ANKS1A	6	34889255	35091406	protein_coding	23294
ENSG00000065054	NHERF2	16	2025356	2039026	protein_coding	9351
ENSG00000065057	NTHL1	16	2039815	2047866	protein_coding	4913
ENSG00000065060	BLTP3A	6	34792083	34877514	protein_coding	54887
ENSG00000065308	TRAM2	6	52497408	52577060	protein_coding	9697
ENSG00000065518	NDUFB4	3	120596328	120602507	protein_coding	4710
ENSG00000065548	ZC3H15	2	186486253	186509361	protein_coding	55854
ENSG00000065613	SLK	10	103967140	104029233	protein_coding	9748
ENSG00000065615	CYB5R4	6	83859656	83967423	protein_coding	123956252
ENSG00000066056	TIE1	1	43300982	43323108	protein_coding	7075
ENSG00000066294	CD84	1	160541095	160579516	protein_coding	8832
ENSG00000066382	MPPED2	11	30384493	30586872	protein_coding	744
ENSG00000066427	ATXN3	14	92044496	92106621	protein_coding	4287
ENSG00000066557	LRRC40	1	70144805	70205579	protein_coding	55631
ENSG00000066583	ISOC1	5	129094749	129114028	protein_coding	51015
ENSG00000066651	TRMT11	6	125986479	126203817	protein_coding	60487
ENSG00000066697	MSANTD3	9	100427143	100451734	protein_coding	91283
ENSG00000066735	KIF26A	14	104136454	104180894	protein_coding	26153
ENSG00000066739	ATG2B	14	96279195	96363341	protein_coding	55102
ENSG00000066827	ZFAT	8	134477788	134713049	protein_coding	57623
ENSG00000067066	SP100	2	230415942	230545606	protein_coding	6672
ENSG00000067248	DHX29	5	55256055	55307694	protein_coding	54505
ENSG00000067445	TRO	X	54920462	54931431	protein_coding	7216
ENSG00000067646	ZFY	Y	2935281	2982506	protein_coding	7544
ENSG00000067842	ATP2B3	X	153517642	153582939	protein_coding	492
ENSG00000067900	ROCK1	18	20944612	21111813	protein_coding	6093
ENSG00000068028	RASSF1	3	50329782	50340980	protein_coding	11186
ENSG00000068305	MEF2A	15	99565417	99716488	protein_coding	4205
ENSG00000068308	OTUD5	X	48922024	48958386	protein_coding	55593
ENSG00000068438	FTSJ1	X	48476021	48486364	protein_coding	24140
ENSG00000068489	PRR11	17	59155732	59206709	protein_coding	55771
ENSG00000068615	REEP1	2	86213993	86338083	protein_coding	65055
ENSG00000068654	POLR1A	2	86020216	86106155	protein_coding	25885
ENSG00000068697	LAPTM4A	2	20032650	20051628	protein_coding	9741
ENSG00000068745	IP6K2	3	48688003	48740353	protein_coding	51447
ENSG00000068976	PYGM	11	64746389	64759974	protein_coding	5837
ENSG00000069206	ADAM7	8	24440930	24526970	protein_coding	8756
ENSG00000069275	NUCKS1	1	205712822	205750182	protein_coding	64710
ENSG00000069345	DNAJA2	16	46955362	46973674	protein_coding	10294
ENSG00000069431	ABCC9	12	21797389	21942543	protein_coding	10060
ENSG00000069482	GAL	11	68683779	68691175	protein_coding	51083
ENSG00000069509	FUNDC1	X	44523639	44542859	protein_coding	139341
ENSG00000069998	HDHD5	22	17137511	17165287	protein_coding	27440
ENSG00000070047	PHRF1	11	576470	612222	protein_coding	57661
ENSG00000070269	TMEM260	14	56488354	56650606	protein_coding	54916
ENSG00000070371	CLTCL1	22	19179473	19291719	protein_coding	8218
ENSG00000070413	DGCR2	22	19036282	19122454	protein_coding	9993
ENSG00000070423	RNF126	19	647526	663233	protein_coding	55658
ENSG00000070526	ST6GALNAC1	17	76624761	76643786	protein_coding	55808
ENSG00000070540	WIPI1	17	68420948	68457513	protein_coding	55062
ENSG00000070669	ASNS	7	97851677	97872542	protein_coding	440
ENSG00000070729	CNGB1	16	57882340	57971128	protein_coding	1258
ENSG00000070748	CHAT	10	49609095	49667942	protein_coding	1103
ENSG00000070761	CFAP20	16	58113592	58129381	protein_coding	29105
ENSG00000070778	PTPN21	14	88465778	88555007	protein_coding	11099
ENSG00000070785	EIF2B3	1	44850522	44986722	protein_coding	8891
ENSG00000070882	OSBPL3	7	24796540	24981634	protein_coding	26031
ENSG00000070985	TRPM5	11	2404515	2444514	protein_coding	29850
ENSG00000071073	MGAT4A	2	98619106	98731132	protein_coding	11320
ENSG00000071189	SNX13	7	17790761	17940501	protein_coding	23161
ENSG00000071246	VASH1	14	76761468	76783015	protein_coding	22846
ENSG00000071537	SEL1L	14	81471547	81533853	protein_coding	6400
ENSG00000071539	TRIP13	5	892884	919357	protein_coding	9319
ENSG00000071553	ATP6AP1	X	154428633	154436516	protein_coding	537
ENSG00000071655	MBD3	19	1573596	1592865	protein_coding	53615
ENSG00000071859	FAM50A	X	154444141	154450654	protein_coding	9130
ENSG00000071889	FAM3A	X	154506159	154516242	protein_coding	60343
ENSG00000072042	RDH11	14	67676800	67695793	protein_coding	51109
ENSG00000072121	ZFYVE26	14	67727374	67816590	protein_coding	23503
ENSG00000072163	LIMS2	2	127638381	127681786	protein_coding	55679
ENSG00000072364	AFF4	5	132875395	132963634	protein_coding	27125
ENSG00000072401	UBE2D1	10	58334979	58370751	protein_coding	7321
ENSG00000072657	TRHDE	12	72087266	72670758	protein_coding	29953
ENSG00000072756	TRNT1	3	3126933	3153435	protein_coding	51095
ENSG00000073282	TP63	3	189631389	189897276	protein_coding	8626
ENSG00000073598	FNDC8	17	35121615	35130732	protein_coding	54752
ENSG00000073614	KDM5A	12	280057	389320	protein_coding	5927
ENSG00000073734	ABCB11	2	168915498	169031324	protein_coding	8647
ENSG00000073737	DHRS9	2	169064789	169096167	protein_coding	10170
ENSG00000073754	CD5L	1	157830911	157898256	protein_coding	922
ENSG00000074071	MRPS34	16	1771890	1773150	protein_coding	65993
ENSG00000074181	NOTCH3	19	15159038	15200995	protein_coding	4854
ENSG00000074219	TEAD2	19	49340595	49362457	protein_coding	8463
ENSG00000074276	CDHR2	5	176542511	176595974	protein_coding	54825
ENSG00000074317	SNCB	5	176620082	176630556	protein_coding	6620
ENSG00000074319	TSG101	11	18468336	18526951	protein_coding	7251
ENSG00000074527	NTN4	12	95657807	95791189	protein_coding	59277
ENSG00000074582	BCS1L	2	218658764	218663443	protein_coding	617
ENSG00000074603	DPP8	15	65442463	65517704	protein_coding	54878
ENSG00000074935	TUBE1	6	112070663	112087529	protein_coding	51175
ENSG00000075035	WSCD2	12	108129288	108250537	protein_coding	9671
ENSG00000075043	KCNQ2	20	63400208	63472677	protein_coding	3785
ENSG00000075089	ACTR6	12	100199122	100241865	protein_coding	64431
ENSG00000075131	TIPIN	15	66336191	66386746	protein_coding	54962
ENSG00000075213	SEMA3A	7	83955777	84492724	protein_coding	10371
ENSG00000075223	SEMA3C	7	80742538	80922359	protein_coding	10512
ENSG00000075340	ADD2	2	70607618	70768225	protein_coding	119
ENSG00000075391	RASAL2	1	178094104	178484147	protein_coding	9462
ENSG00000075539	FRYL	4	48497357	48780322	protein_coding	285527
ENSG00000075568	TMEM131	2	97756333	97995948	protein_coding	23505
ENSG00000075673	ATP12A	13	24680408	24712472	protein_coding	479
ENSG00000075702	WDR62	19	36054649	36105108	protein_coding	284403
ENSG00000075711	DLG1	3	197042560	197299330	protein_coding	1739
ENSG00000075790	BCAP29	7	107580246	107629170	protein_coding	55973
ENSG00000075826	SEC31B	10	100486646	100519864	protein_coding	25956
ENSG00000075945	KIFAP3	1	169921326	170085208	protein_coding	22920
ENSG00000076043	REXO2	11	114439435	114450279	protein_coding	25996
ENSG00000076321	KLHL20	1	173714941	173786692	protein_coding	27252
ENSG00000076351	SLC46A1	17	28394642	28407197	protein_coding	113235
ENSG00000076554	TPD52	8	80034745	80231232	protein_coding	124188259
ENSG00000077063	CTTNBP2	7	117710651	117874139	protein_coding	83992
ENSG00000077238	IL4R	16	27313668	27364778	protein_coding	3566
ENSG00000077264	PAK3	X	110944285	111227361	protein_coding	5063
ENSG00000077420	APBB1IP	10	26438341	26567803	protein_coding	54518
ENSG00000077454	LRCH4	7	100574011	100586129	protein_coding	4034
ENSG00000077713	SLC25A43	X	119399336	119454478	protein_coding	203427
ENSG00000077800	FKBP6	7	73328161	73358637	protein_coding	8468
ENSG00000077942	FBLN1	22	45502238	45601135	protein_coding	2192
ENSG00000078053	AMPH	7	38383704	38631420	protein_coding	273
ENSG00000078098	FAP	2	162170684	162245151	protein_coding	2191
ENSG00000078114	NEBL	10	20779973	21293011	protein_coding	10529
ENSG00000078124	ACER3	11	76860859	77026797	protein_coding	55331
ENSG00000078140	UBE2K	4	39698109	39782792	protein_coding	3093
ENSG00000078295	ADCY2	5	7396138	7830081	protein_coding	108
ENSG00000078328	RBFOX1	16	5239802	7713340	protein_coding	54715
ENSG00000078687	TNRC6C	17	77958703	78108822	protein_coding	57690
ENSG00000078699	CBFA2T2	20	33490075	33650036	protein_coding	9139
ENSG00000078814	MYH7B	20	34955810	35002437	protein_coding	57644
ENSG00000078967	UBE2D4	7	43926436	43956136	protein_coding	51619
ENSG00000079101	CLUL1	18	596988	650334	protein_coding	27098
ENSG00000079134	THOC1	18	214520	268050	protein_coding	9984
ENSG00000079150	FKBP7	2	178463664	178478600	protein_coding	51661
ENSG00000079313	REXO1	19	1815248	1848483	protein_coding	57455
ENSG00000079435	LIPE	19	42401514	42427388	protein_coding	3991
ENSG00000079841	RIMS1	6	71886550	72403150	protein_coding	22999
ENSG00000080031	PTPRH	19	55181247	55209506	protein_coding	5794
ENSG00000080189	SLC35C2	20	46345980	46364458	protein_coding	51006
ENSG00000080224	EPHA6	3	96814581	97761532	protein_coding	285220
ENSG00000080293	SCTR	2	119439843	119525301	protein_coding	6344
ENSG00000080345	RIF1	2	151409883	151508013	protein_coding	55183
ENSG00000080511	RDH8	19	10013249	10022279	protein_coding	50700
ENSG00000080603	SRCAP	16	30698209	30741409	protein_coding	10847
ENSG00000080618	CPB2	13	46053186	46105033	protein_coding	1361
ENSG00000080709	KCNN2	5	114055926	114496500	protein_coding	3781
ENSG00000080824	HSP90AA1	14	102080742	102139699	protein_coding	3320
ENSG00000081041	CXCL2	4	74097040	74099196	protein_coding	2920
ENSG00000081138	CDH7	18	65750252	65890337	protein_coding	1005
ENSG00000081189	MEF2C	5	88717117	88904257	protein_coding	4208
ENSG00000081248	CACNA1S	1	201039512	201112451	protein_coding	779
